cpu_clk_unhalted.ref_tsc,l1d_pend_miss.pending,cpu_clk_unhalted.thread_p,uops_retired.stalls,br_inst_retired.all_branches,idq_uops_not_delivered.core,mem_inst_retired.any,mem_uop_retired.any,memory_activity.stalls_l2_miss,memory_activity.stalls_l1d_miss,cycle_activity.cycles_mem_any,uops_issued.any
750956,552843,1395112,698967,245283,3367718,710804,738260,124223,171271,720025,1738261
1010453,555157,1375981,885987,365924,3268031,488310,508981,122033,168184,722833,1746452
726879,385797,1017359,871270,270267,2770215,637048,709806,113871,162149,1004750,1631436
1566005,1388701,2444016,1600460,499674,5401695,1171365,1278113,344867,401803,1725591,3122969
3151640,1774651,4082180,2585709,976164,9483979,1163206,1423310,284321,293922,2384634,7705200
1226581,910765,1834619,1679876,373882,7184221,731602,759671,350969,361708,1069931,1890441
1486094,980774,2149358,1676046,254138,6763158,724846,753552,314102,380684,1419906,2735295
1193524,964258,2070744,1309946,248430,6742888,719619,749132,314298,372730,1039502,1913749
1026242,506489,1431193,1154573,477168,4400082,683109,710360,163360,181392,1080894,2002555
1347060,1056709,1908791,1722715,381551,7040196,508791,759708,424475,499712,1503476,1942205
2382066,1158365,4102894,3681714,1967162,12427098,2728393,2833893,462093,604525,5202191,5396271
9952150,3368467,13410696,7667823,3183809,15978123,9560279,10089066,765226,1047777,11636293,25912846
18991102,5619655,24827148,11493585,9095596,28484226,18806834,19782226,1066937,1380786,19830632,58858898
6893687,4665428,7209208,5559073,4036744,16383515,7405067,7708070,786605,1136545,9881357,19968112
1321827,796561,2197948,1408941,367728,6204225,929319,737750,229790,363701,1639283,2554835
1590960,718452,1846483,1352796,415711,7303531,798194,834774,285505,368470,1006511,1780550
1301104,669981,1781237,1146651,490581,3416684,712473,967114,159134,181224,1088812,3249790
739293,355656,1382514,882091,250110,2929250,721108,748988,101649,150427,1035923,1651763
773205,532947,1397643,893916,372009,3222397,717465,518269,104494,177745,769057,1644609
7312053,2596493,11945294,6290329,5084221,13609497,6880597,6748620,456905,688892,7265979,19886088
17424792,8848992,27235819,15258802,11256364,35003295,22720667,23614351,1387610,1794630,25328172,55843854
996320,684967,1757984,1241299,254683,4293418,723640,752523,264400,309706,1251953,1810695
1086928,854909,1886132,1359846,383443,5617601,736966,533733,264151,340372,1003079,1886758
4340992,3323425,5898730,3928003,1940974,11668365,3373892,3768519,777874,665748,1664778,8960236
36023090,23940970,51381915,27427346,22777620,51441835,39529171,42479510,2686206,3792634,49979594,111395751
40391050,48388168,62157010,32583043,23065536,68656373,47555007,50131436,5897811,7457784,60439831,117686938
57435494,33871726,76410448,37592992,31677167,68699068,56802399,62473493,4100172,5637449,72651731,184251326
66201055,17974956,93023332,44075414,41457333,77348155,77155791,80601590,1515401,3223292,85988710,215723052
4806156,1244092,6040988,2515203,1067847,6218843,4970004,4490738,183756,365640,6687843,16497525
15273423,9550706,25587720,15602657,11245700,31577265,16659067,18682791,1858416,2569058,25407966,49844296
28852584,16703285,39047257,18619224,12429435,45791620,25703290,24910195,2692939,3141284,27942347,85180435
16929972,8703604,26979965,14906750,9999654,37536128,18243519,18477674,1850752,2218048,21147067,45304005
6469172,3074928,9017115,5572081,3698277,11168920,5776602,7818761,573842,655211,6914821,17989928
36364639,15938172,51921894,25880332,21552425,50763709,43041517,43550295,2651743,3572310,47568437,116918750
24225214,11735198,40016783,22384057,20154529,50417590,35791242,38288568,2193946,2938070,31724207,64047481
17377269,8009213,23305857,13654306,10582266,31373226,16782674,17709754,1989301,2299276,18938647,49250560
16818503,14239015,26684150,17270930,13510963,36489554,22736771,23959907,2210879,2486788,23181401,43343165
16254233,12501595,23900475,13023594,7261973,28382008,18274261,18959291,2284234,2821165,22028410,47482410
40107069,30331608,56240859,32487616,26505324,64170125,46798108,48881003,4534714,5574696,58146557,123143844
51394040,29653892,69709266,34539603,28783832,68195664,60629428,60539536,3698736,4525116,62070113,155716281
26153190,18010484,40310003,21735454,16331427,46505275,30873942,32755898,2914375,3526353,35527300,80809902
23305785,12446690,31695353,16076081,10329443,41229375,21527131,22476301,2519371,3082046,26923811,64062134
19251966,9678305,27973586,16361423,10194269,40497471,19357459,21893200,2593698,2965904,23961811,48946036
23800839,10373628,35687383,17422897,12903529,43069666,25256519,25820212,2213298,2930073,28121145,66301364
24842701,13364951,39821431,21672035,16838474,45866304,28474980,30790706,2563596,3052599,35141700,79695577
