cpu_clk_unhalted.ref_tsc,l1d_pend_miss.pending,cpu_clk_unhalted.thread_p,uops_retired.stalls,br_inst_retired.all_branches,idq_uops_not_delivered.core,mem_inst_retired.any,mem_uop_retired.any,memory_activity.stalls_l2_miss,memory_activity.stalls_l1d_miss,cycle_activity.cycles_mem_any,uops_issued.any
2124662,1609084,3220468,2425097,474025,7148980,652694,680917,545532,623614,2583958,3681173
1545045,1017285,2117902,1622198,428613,7211089,889488,713365,310469,442113,1426231,2632007
1482549,925890,2081518,1614436,327256,6479670,475636,498774,270212,262103,997417,2604897
1997386,1286243,2737603,2377658,420772,7808420,1081146,1019981,361019,499559,2243479,3381230
1515269,999792,2093054,1611726,418252,7283882,858536,831596,359370,480916,1388825,2525965
1480673,764357,1665087,1278320,324735,6242258,468592,490951,310947,375255,1390798,2619906
1747442,1124647,2448241,2205872,335965,8173377,896198,940395,485488,492354,1553227,2754651
1362670,1060214,2287858,1783678,325859,7599509,673404,705286,347496,394200,1163205,1973827
2326966,1403297,3179157,1581331,226847,9670069,901709,946596,530770,597485,2290833,4212958
1493048,946708,2118679,1986661,329526,8630196,679966,711053,407842,488357,1193731,1303994
