uops_decoded.dec0_uops,uops_dispatched.port_0,uops_dispatched.port_1,uops_dispatched.port_2_3_10,uops_dispatched.port_4_9,uops_dispatched.port_5_11,uops_dispatched.port_6,uops_dispatched.port_7_8,uops_executed.core,uops_executed.core_cycles_ge_1,uops_executed.core_cycles_ge_2,uops_executed.core_cycles_ge_3,uops_executed.core_cycles_ge_4,uops_executed.cycles_ge_1,uops_executed.cycles_ge_2,uops_executed.cycles_ge_3,uops_executed.cycles_ge_4,uops_executed.stall_cycles,uops_executed.stalls,uops_executed.thread,uops_executed.x87,uops_issued.any,uops_retired.cycles,uops_retired.heavy,uops_retired.ms,uops_retired.slots,uops_retired.stall_cycles,uops_retired.stalls
112051,72153,73703,204356,109132,124309,185575,105402,813687,312196,208656,131662,267326,1302630,883912,596524,393121,894184,904988,3350311,0,876861,222617,264373,203366,813877,422322,416356
120221,77416,74770,208307,110693,122240,182923,103930,816750,311051,213210,394418,452455,1756859,1260148,909090,627691,1364795,1317335,3532262,0,849422,221314,264343,203975,836811,428001,430380
116487,74010,77082,221552,119246,135899,189092,107288,822367,315907,581588,660295,452607,1281355,922129,662032,454433,1083279,739104,822577,0,869008,211533,249752,191780,769006,473289,474971
111278,70260,74926,209054,111348,126820,196026,111597,864925,809089,925537,655953,455417,1309330,923198,654468,454271,724993,360413,806781,0,864617,217677,262296,201331,807056,470528,478133
117641,73175,72910,201126,107013,124317,193062,109332,2091610,1102546,795134,585130,420786,1261221,912697,649374,264863,336921,335797,828062,0,881626,221208,264865,197616,796011,510855,510507
114194,73628,74795,207329,110492,125886,344175,531339,4810337,1497062,1053593,756781,515178,1466884,926203,366011,82987,386588,371140,807023,0,847832,212988,255558,196392,794307,439843,436640
115873,73673,74999,210528,110831,336713,808338,586527,3987462,1305756,917851,621824,405305,731377,223594,137250,81895,410464,405895,836414,0,877075,213630,255724,201212,807428,476822,479817
113242,72285,74935,206073,374802,545574,812868,583512,3965041,1300470,920824,653610,266324,310710,218382,137021,80694,351699,359161,845725,0,895143,219950,262916,202190,818839,481709,465526
116449,75328,169577,1156798,636751,543143,805485,582225,3967321,1300151,567103,134865,79634,314057,213008,134258,79384,344201,349809,823726,0,879665,226752,269680,210855,841947,445041,434955
115183,171994,238788,1052014,606962,545632,811331,584147,3963786,807010,214724,131461,78375,309659,216183,136636,81038,370208,374767,832007,0,868019,209731,253601,194483,781194,448309,448538
147074,372534,308804,1344382,741311,629406,966249,734125,2299824,332589,215153,134988,80479,318677,215192,135329,80055,408345,408826,808613,0,853649,213647,256560,196104,791660,504233,503287
163530,318025,253034,1028730,542186,452253,597001,109314,842559,324098,224649,141570,82927,326554,209333,131547,79142,355302,363481,802473,0,861526,222341,268404,211828,839607,673285,1425887
161532,324734,270924,1160125,639641,339175,190489,101882,820082,319243,223713,140620,83245,333052,229381,144674,83354,763636,761450,2375624,0,2602945,587111,561235,362804,2473635,1419586,1434891
