uops_decoded.dec0_uops,uops_dispatched.port_0,uops_dispatched.port_1,uops_dispatched.port_2_3_10,uops_dispatched.port_4_9,uops_dispatched.port_5_11,uops_dispatched.port_6,uops_dispatched.port_7_8,uops_executed.core,uops_executed.core_cycles_ge_1,uops_executed.core_cycles_ge_2,uops_executed.core_cycles_ge_3,uops_executed.core_cycles_ge_4,uops_executed.cycles_ge_1,uops_executed.cycles_ge_2,uops_executed.cycles_ge_3,uops_executed.cycles_ge_4,uops_executed.stall_cycles,uops_executed.stalls,uops_executed.thread,uops_executed.x87,uops_issued.any,uops_retired.cycles,uops_retired.heavy,uops_retired.ms,uops_retired.slots,uops_retired.stall_cycles,uops_retired.stalls
2171644,2282223,2440147,5342561,2950952,3803156,6002888,2782917,23768785,10166110,6659525,3836074,1820832,10136893,6653291,3838304,1826591,10857792,10839013,23700328,0,26872861,8063242,10211129,8755475,28030291,14448377,14473436
2159901,2091700,2445018,5335172,2941010,3796814,5994122,2778269,23687213,10113645,6638399,3856890,1825193,10155030,6675623,3858844,1832631,10853915,10874927,23789889,0,28686871,7871839,10105612,8719269,27157189,14339611,14298021
2140945,2087691,2444882,5320677,2935349,3784475,5962690,2779005,23755826,10109165,6629498,3840288,1822633,10172193,6670225,3849760,1831039,10787374,10785539,25164660,0,28593444,7858585,10101611,8710753,27312134,14344436,14096699
2151458,2095360,2450315,5335660,2941371,3812583,5984604,2775470,23667569,10119833,6657712,3837416,1829068,10102412,6635321,3846511,1834535,10905392,11059524,26567396,0,28688966,7894180,10124353,8735409,27457499,14065920,13837841
2146887,2094621,2443256,5322601,2931055,3782670,5961976,2759828,23613262,10101634,6639944,3831719,1822026,10108728,6626042,3840293,1825009,10971974,11123189,26495603,0,28614331,7871220,10104210,8721251,25902033,13896315,13889643
2131327,2086821,2425155,5281792,2909717,3741369,5926975,2760063,23618778,10139268,6682212,3867216,1841045,10202658,6686253,4073653,2113687,11157054,11162259,27057748,0,29532048,8120546,10079956,8601144,24298502,13792459,13774436
2127865,2074352,2427821,5297170,2917011,3768693,5944869,2769184,23629696,10133012,6643351,3831498,1830995,10127954,6987811,4352073,2167445,11259660,11247321,26093922,0,28000202,7440816,9584448,8456009,24162319,13752627,13726978
2139686,2089083,2429806,5317369,2928299,3795057,5980519,2780122,23755589,10120769,6646526,3836871,1823313,10535654,7317392,4352088,2162506,11193148,11170369,26549710,0,26981076,7182200,9581682,8459300,24154850,13832208,13812458
2151946,2109896,2451302,5343141,2945529,3799147,5974730,2777889,23771511,10128039,6686591,3859987,2001315,10985667,7357363,4358368,2164270,11104932,11102978,26428878,0,25396143,7118818,9571745,8467261,24285172,13847205,13843006
2152232,2203964,2440744,5313208,2927662,3765451,5931111,2761650,23579180,10100795,6614042,4075615,2163219,11025845,7357195,4367962,2169682,11198354,11217009,25100369,0,25434162,7512501,9850403,8593796,25854304,14146816,14140730
2141275,2106144,2454770,5335370,2939747,3784951,5944596,2764863,23590428,10068568,6876551,4237997,2092000,10840828,7257736,4326315,2172786,11167962,11033192,23798462,0,25484906,7174260,9622381,8493208,24330207,13809303,13805370
2130166,2086262,2432426,5316088,2936359,3777865,5971669,2774956,24462914,10925155,7534728,4459519,2217239,11123345,7399672,4412098,2130292,10927047,10806012,23585908,0,25333100,7145016,9549345,8461160,24255663,13886426,13835285
2132892,2106540,2455814,5341016,2949959,3808484,6009194,2975779,26559988,11002265,7303715,4334314,2152704,10929230,7223763,4040962,1799866,10737785,10765784,23535127,0,25162666,7083505,9521465,8425539,24105296,13741373,13756839
2151522,2107603,2448997,5334421,2935530,3781195,6233066,3166088,26518525,10988696,7330787,4358746,2175442,11047606,7010078,3850549,1831672,10834603,10856810,23710775,0,25430278,7164079,9600798,8475693,24309370,13864672,13869261
2161839,2106251,2456320,5367564,2964426,4005748,6566149,3193941,26619164,11016868,7330902,4367824,2154943,10535523,6635274,3849103,1814280,10763286,10807796,23765522,0,25548142,7178906,9601155,8490000,24351105,13906670,13892995
2150155,2097579,2449735,5778613,3673391,4799457,8022999,4385992,36173421,14969830,10001637,5704780,2523401,11636645,7257367,4003824,1840170,10781721,10802433,23722412,0,25426258,7149788,9538038,8422962,24253393,13803668,13828985
2135287,2083226,2443713,6078117,3477550,4254280,6645794,3259816,27187351,11204058,7559482,4076357,1827717,10157683,6686396,3863901,1839780,10913472,10944780,23821954,0,25500992,7171661,9591801,8453235,24165695,13858131,13854935
2146862,2101809,2624090,6156013,3361929,4159041,6496092,3120348,26089035,10785827,6677408,3852912,1824207,10119871,6632634,3835586,1821986,10929731,10949974,23785886,0,25519023,7179991,9616772,8494983,24326824,13968105,13969280
2138712,2318923,2619611,6162332,3360518,4157079,6530790,3163178,25105250,10118722,6642511,3841901,1831118,10151336,6666419,3855045,1834261,10934281,10929684,23812958,0,25470154,7165934,9559311,8435252,24114002,13726259,13757711
2149784,2306032,2598431,6128358,3336748,4147036,6499337,2955800,23519832,10069063,6606358,3831609,1822752,10117632,6626137,3834010,1825622,11033226,11039432,23802039,0,25463771,7179018,9586695,8452597,24094427,13888924,14135664
2156588,2306562,2623732,6192246,3385641,4189339,6283992,2788166,23770750,10159406,6657655,3853141,1825116,10157722,6670144,3856172,1836709,10848028,10867697,23767134,0,25463632,7176083,9570497,8420619,24158269,14009565,14254313
2145414,2363543,2653340,6434986,3532060,3978408,5967745,2776532,23747618,10146892,6679333,3854259,1832234,10158257,6675491,3856052,1832476,10898044,10917558,23696831,0,25445512,7153570,9555836,8439682,26616041,14373056,14415720
2160355,2287233,2576485,6035609,2947433,3810207,5995749,2788713,23873041,10157354,6656254,3846506,1822760,10177736,6670877,3856430,1834070,10682824,10701631,23878701,0,25514424,7179261,9603106,8724806,27420215,14208026,14144860
2148374,2309851,2597009,5324044,2931901,3809001,5983074,2772409,23757807,10160602,6685564,3849484,1824941,10205406,6705307,3841568,1810939,10637098,10640886,23599196,0,25278530,7117232,10054323,8691800,27309974,14123769,14115197
2169048,2210575,2450198,5375476,2962004,3831831,6003223,2776240,23752334,10139582,6669866,3826915,1810199,10103325,6654191,3837976,1818424,10693866,10691459,23683154,0,27057934,7841476,10062413,8690420,27435760,14310835,14275995
2147288,2092018,2442552,5363618,2954246,3836506,6037305,2789193,23866550,10220618,6697990,3844673,1824370,10181188,6671129,3835814,1819358,10721825,10719118,23676101,0,28410487,7844971,10050911,8691912,27309575,14181764,14205222
2145163,2181488,2519286,5682001,3112729,3950461,6412907,3240428,27125867,10903217,7291188,4310623,2147907,11076371,7026158,3822103,1814166,10713154,10710144,23734504,0,25506401,7220040,9626484,8532998,24398680,13765853,13756270
2134372,2068028,2430616,5298707,2926025,4168394,6723356,3282068,28512433,11555587,7783025,4666202,2379972,10847685,6956144,4057922,1810816,10725151,10697111,23599462,0,25241495,7128841,9510253,8413883,24009132,13601735,13631644
2157116,2095502,2438591,5324797,3367216,4159165,6506022,3159865,26470342,11035038,7305181,4304680,1823197,10257874,6704235,3863234,1830663,10736904,10741685,23936955,0,25610444,7223696,9613083,8485163,24287055,13644087,13633095
2164312,2098609,2438923,6174791,3367925,4155144,6504395,3149279,26370370,10991314,7317445,3811544,1804751,10166389,6638017,3835533,1821827,10726484,10719616,23845153,0,25547885,7225723,9621320,8497370,24349337,13648007,13669087
2141593,2188991,2619523,6168878,3365275,4170994,6503445,3153746,26476945,10638190,6681769,3826014,1811134,10211202,6692155,3826152,1815819,10668520,10624711,23634865,0,25435603,7201119,9571222,8450718,24205136,13703574,13766062
2140015,2254004,2579295,6055926,3331784,4158010,6518601,3171091,25212234,10297343,7382683,4672762,2413162,13237404,9112023,5400862,2702035,16595218,15434962,28233117,0,27232666,7219734,9535823,8419979,24080042,13574759,13606315
