cycle_activity.stalls_l3_miss,machine_clears.memory_ordering,mem_trans_retired.load_latency_gt_128,mem_trans_retired.load_latency_gt_16,mem_trans_retired.load_latency_gt_256,mem_trans_retired.load_latency_gt_32,mem_trans_retired.load_latency_gt_4,mem_trans_retired.load_latency_gt_512,mem_trans_retired.load_latency_gt_64,mem_trans_retired.load_latency_gt_8,mem_trans_retired.store_sample,memory_activity.cycles_l1d_miss,memory_activity.stalls_l1d_miss,memory_activity.stalls_l2_miss,memory_activity.stalls_l3_miss,rtm_retired.aborted,rtm_retired.aborted_events,rtm_retired.aborted_mem,rtm_retired.aborted_memtype,rtm_retired.aborted_unfriendly,rtm_retired.commit,rtm_retired.start,tx_mem.abort_capacity_read,tx_mem.abort_capacity_write,tx_mem.abort_conflict
0,33,0,0,0,0,0,0,0,0,128503,253948,120646,81888,0,0,0,0,0,0,0,0,0,0,0
0,339,0,0,0,0,0,0,0,0,65869,1150924,1349906,1297968,47424,0,0,0,0,0,0,0,0,0,0
0,901,0,0,0,0,0,0,0,0,4143295,1644523,545255,173364,103014,0,0,0,0,0,0,0,0,0,0
0,968,0,0,0,0,0,0,0,0,4163163,1516627,470487,140328,89590,0,0,0,0,0,0,0,0,0,0
0,947,0,0,0,0,0,0,0,0,4080628,1520959,465121,131374,88600,0,0,0,0,0,0,0,0,0,0
0,72,0,0,0,0,0,0,0,0,1430686,653176,208851,204446,10275,0,0,0,0,0,0,0,0,0,0
0,38,0,0,0,0,0,0,0,0,74943,113960,48905,27255,0,0,0,0,0,0,0,0,0,0,0
0,33,0,0,0,0,0,0,0,0,75305,157988,74566,47249,0,0,0,0,0,0,0,0,0,0,0
0,108,0,0,0,0,0,0,0,0,75156,127374,52311,26278,16154,0,0,0,0,0,0,0,0,0,0
0,342,0,0,0,0,0,0,0,0,2534742,1289695,548420,326599,233789,0,0,0,0,0,0,0,0,0,0
0,815,0,0,0,0,0,0,0,0,4105653,1629276,618947,222161,108884,0,0,0,0,0,0,0,0,0,0
0,354,0,0,0,0,0,0,0,0,2404698,1571245,650092,326675,83841,0,0,0,0,0,0,0,0,0,0
0,325,0,0,0,0,0,0,0,0,3124038,1131752,401938,209312,26954,0,0,0,0,0,0,0,0,0,0
0,849,0,0,0,0,0,0,0,0,4836213,1605606,564667,187311,89787,0,0,0,0,0,0,0,0,0,0
0,804,0,0,0,0,0,0,0,0,4073672,1631175,559919,185159,94470,0,0,0,0,0,0,0,0,0,0
0,942,0,0,0,0,0,0,0,0,4040251,1579119,513420,146744,91066,0,0,0,0,0,0,0,0,0,0
0,805,0,0,0,0,0,0,0,0,4033903,1630755,517292,140703,102013,0,0,0,0,0,0,0,0,0,0
0,832,0,0,0,0,0,0,0,0,4483496,1487955,475754,114696,92333,0,0,0,0,0,0,0,0,0,0
0,813,0,0,0,0,0,0,0,0,4852170,1639253,537518,165261,78138,0,0,0,0,0,0,0,0,0,0
0,780,0,0,0,0,0,0,0,0,3998108,1497684,473920,127966,73590,0,0,0,0,0,0,0,0,0,0
0,364,0,0,0,0,0,0,0,0,78816,543815,399325,375693,0,0,0,0,0,0,0,0,0,0,0
0,20,0,0,0,0,0,0,0,0,75132,65683,22766,15806,1254,0,0,0,0,0,0,0,0,0,0
0,14,0,0,0,0,0,0,0,0,633241,148892,78934,62949,0,0,0,0,0,0,0,0,0,0,0
0,28,0,0,0,0,0,0,0,0,74972,62275,49573,34538,0,0,0,0,0,0,0,0,0,0,0
0,33,0,0,0,0,0,0,0,0,75142,158943,106309,92207,1568,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,14298,11669,7406,6224,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,26,0,0,0,0,0,0,0,0,86148,166332,79363,59700,6465,0,0,0,0,0,0,0,0,0,0
0,27,0,0,0,0,0,0,0,0,96567,164138,75862,53279,0,0,0,0,0,0,0,0,0,0,0
0,15,0,0,0,0,0,0,0,0,632460,151550,58358,27606,0,0,0,0,0,0,0,0,0,0,0
0,30,0,0,0,0,0,0,0,0,894857,179100,77323,35161,0,0,0,0,0,0,0,0,0,0,0
0,32,0,0,0,0,0,0,0,0,93601,158084,68646,45320,1195,0,0,0,0,0,0,0,0,0,0
