decode.lcp,dsb2mite_switches.penalty_cycles,frontend_retired.any_dsb_miss,frontend_retired.dsb_miss,frontend_retired.itlb_miss,frontend_retired.l1i_miss,frontend_retired.l2_miss,frontend_retired.latency_ge_1,frontend_retired.latency_ge_128,frontend_retired.latency_ge_16,frontend_retired.latency_ge_2,frontend_retired.latency_ge_256,frontend_retired.latency_ge_2_bubbles_ge_1,frontend_retired.latency_ge_32,frontend_retired.latency_ge_4,frontend_retired.latency_ge_512,frontend_retired.latency_ge_64,frontend_retired.latency_ge_8,frontend_retired.stlb_miss,frontend_retired.unknown_branch,icache_data.stalls,icache_tag.stalls,idq.dsb_cycles_any,idq.dsb_cycles_ok,idq.dsb_uops,idq.mite_cycles_any,idq.mite_cycles_ok,idq.mite_uops,idq.ms_cycles_any,idq.ms_switches,idq.ms_uops,idq_uops_not_delivered.core,idq_uops_not_delivered.cycles_0_uops_deliv.core,idq_uops_not_delivered.cycles_fe_was_ok
29515,334246,2826498,2270139,69524,719676,0,873343,0,129626,561163,692,3172869,46983,396491,751,600,234990,0,63268,1695423,2523090,192077,77070,3731455,4776586,653341,15246197,3546417,890349,10013244,77057376,9336464,4918138
29385,320915,2803669,2299915,69451,721145,0,857569,0,127688,561086,0,1632597,47966,278898,0,300,238375,0,62258,1691510,2477306,196673,80922,900952,4748932,651757,15150147,3524522,878080,9942381,76300449,9209715,5019289
29311,336752,2811759,2291875,70276,709964,0,859075,0,128550,565489,0,1649900,48536,274063,0,1320,249006,0,60777,1698280,2557428,201937,84432,957630,4811358,656551,15284317,3501438,877671,9920851,76177069,9262261,5538839
29586,326293,2810980,2285024,70513,697726,0,860313,60,130820,557289,0,1923930,47127,284638,0,355,244444,0,61544,1662700,2566328,724467,281246,949131,4694244,646244,14963474,3513066,888193,9993239,76683895,9266224,5034785
28975,338117,2808836,2245762,69585,707305,0,876317,0,128847,560203,29,1635059,48640,278474,0,806,240272,0,60933,1696894,2515624,198133,83813,933542,4734735,650239,15228674,3508138,883715,9934296,77681765,9293218,6545923
29624,320021,2810526,2262615,67161,712678,0,866513,0,124935,563260,0,1640306,47959,270968,0,1169,242766,0,61714,1702261,2572795,751288,330632,935445,4686101,643313,15000055,3499444,891143,10029058,77043962,9329466,4964509
29505,323707,2804824,2280986,69334,728186,0,1013962,29,124494,572295,0,1645720,47643,271904,0,300,234911,0,65025,1726174,2551616,198103,79574,913139,4709338,646344,15004339,3512401,884370,9997366,77455427,9379716,4973455
29270,360906,2802323,2237710,68951,733117,0,873832,0,128525,577632,0,1653167,47015,291135,0,782,247929,0,63842,1809393,2736905,731442,263876,3762326,4717135,649735,14946697,3466417,877560,9904720,78495982,9511039,5570012
29334,356700,2793448,2308043,69809,687418,0,868676,29,128069,583724,0,1627209,46109,287586,0,871,248676,0,62149,1773079,2724514,196138,76863,905155,4712196,649367,14982968,3481641,878208,9921109,78009297,9471464,5020466
29460,375321,2840305,2285159,67837,720068,0,872363,0,133647,574066,0,1638392,47446,289565,0,1228,249088,0,61899,1770527,2708713,194705,263437,3803792,4765922,660243,15304794,3541868,889987,9997528,80328800,9641891,6013099
29328,356793,2781729,2288704,69247,719722,0,877196,0,130560,632485,0,1633035,46961,287899,0,1150,257758,0,61444,1797077,2919238,200336,79739,930516,4735809,652029,15045990,3516447,884206,9952294,78559455,9583906,5119482
29128,367358,2790352,2294874,69331,720497,0,892322,0,136765,577970,0,1628463,47998,290888,0,280,244818,0,62052,1802098,2737391,198555,78690,908846,4728973,652137,15095997,3521655,887058,10008166,79107390,9577013,5476061
29462,354667,2786203,2272113,68334,718302,0,879372,0,132987,581810,0,1662302,47511,294503,0,751,251672,0,64290,1825690,2812585,194225,270033,3717468,4744272,654541,15079905,3525190,891209,9945832,78523869,9572178,4971249
29493,372737,2829740,2285713,68566,692742,0,870454,29,128846,622826,0,1677556,48101,291949,0,446,255546,0,64512,1814416,2735000,695082,277402,919720,4697303,645771,15090401,3527501,891070,9949941,77585232,9388811,4946317
29475,375897,2817722,2273023,67450,709861,0,862329,0,130053,576687,0,1647859,47806,285030,0,268,247085,0,63578,1721075,2562783,196108,78541,1660942,4777971,648946,15119372,3482786,882626,10012243,78982397,9540158,5449676
29618,373129,2804883,2268828,67410,710764,0,862335,0,124760,585212,0,1663985,48574,280751,0,1201,252844,0,62495,1744961,2616906,200453,79772,926113,4747265,650433,15048248,3495896,880642,9953148,77347938,9408110,4922588
72526,417491,3829292,2287541,67822,712955,0,876221,0,127670,578306,0,1659612,48015,290141,29,365,252881,0,62856,1750573,2642408,197972,78729,905231,4733185,655889,15325401,3858775,1102507,12745565,108898452,13070179,11644719
29494,327764,2813943,2239526,68476,707467,0,874305,0,130906,573228,0,1657561,46459,287368,0,418,249026,0,62584,1747880,2654677,733622,271310,935332,4753606,652830,15191066,3543251,890183,9961302,77138158,9370976,5103676
29304,303855,2800518,2230836,68240,729439,0,835086,0,131186,584494,0,1654970,46130,281397,0,337,248273,0,63237,1754200,2616970,206531,85189,944870,4741077,647639,15039334,3489520,874906,9930081,76484534,9280122,5046126
29433,327336,2785508,2255056,66159,716902,0,874795,0,131919,569952,0,1673117,49280,292723,59,1201,257424,0,61570,1760629,2817920,904565,294708,3731031,4691476,637649,15078080,3482460,881782,10006897,78834208,9495781,5530133
29379,318767,2795335,2221612,68650,721658,0,854810,60,129776,566122,0,1680343,45746,292121,0,478,252055,0,63182,1674017,2614054,202413,84112,936117,4715129,642714,14944217,3505867,880319,9937484,77123594,9368462,5006023
29165,306140,2778109,2221785,69074,719828,0,852417,0,126472,568114,30,1644118,45199,289880,0,150,253514,0,61610,1670026,2671277,721479,275486,3784795,4708877,645430,14955377,3504900,878476,9939892,78119938,9425842,5843519
29517,312628,2802615,2244440,68627,706912,0,863439,30,129455,572674,30,1638863,45864,288392,0,120,247508,0,61302,1683949,2726993,206017,81028,954590,4702240,647035,15044779,3511785,880668,9943703,76959397,9323813,5048622
29479,313523,2816867,2278501,69984,712609,0,859794,0,127200,570796,0,1662544,45609,281250,0,1260,249676,0,63359,1684101,2620271,212369,82453,963511,4756672,651351,15115228,3514442,878174,9935168,77761990,9383948,5581623
29331,317796,2791671,2264704,67098,707464,0,866859,0,130818,597667,0,1625800,48282,293709,0,684,245727,0,64563,1691625,2578536,196465,267665,3774545,4747715,650777,15098091,3520737,887349,9962070,76321181,9244530,4983275
29402,327185,2816761,2287437,65006,705607,0,859425,0,133123,615681,30,1676262,47716,283833,0,241,247575,0,65884,1689687,2557356,197426,83198,949030,4753208,648661,15080606,3510827,889010,10002522,77800051,9383471,5628816
29347,316477,2799303,2250690,68569,710447,0,869274,59,127362,574594,0,1664907,48528,290044,0,885,244445,0,66374,1688050,2493643,195926,84999,936767,4767224,649165,15308378,3509310,887919,9991665,76632667,9233771,5046670
29802,320275,2828049,2272922,69195,701421,0,880431,29,127451,573588,59,1750324,48878,288597,0,1259,244887,0,63891,1708078,2582828,203200,85441,978091,4787898,650936,15151885,3521612,884310,10069901,77341029,9323347,5022628
29436,326925,2822329,2292941,67145,708033,0,861251,0,126797,572922,0,1674544,49636,288955,0,360,246794,0,65419,1694249,2562373,201064,84603,957647,4783640,651699,15221737,3515706,886574,10025885,77272524,9369435,5551861
